Time,test01,test02,test03,test04
01/03/2014 05:00,1000,1000,1000,1000
01/03/2014 06:00,1000,1000,1000,1000
01/03/2014 07:00,1000,1000,1000,1000
01/03/2014 08:00,1000,1000,1000,1000
01/03/2014 09:00,1000,1000,1000,1000
01/03/2014 10:00,1000,1000,1000,1000
01/03/2014 11:00,1000,1000,1000,1000
01/03/2014 12:00,1000,1000,1000,1000
01/03/2014 13:00,1000,1000,1000,1000
01/03/2014 14:00,1000,1000,1000,1000
01/03/2014 15:00,1000,1000,1000,1000
01/03/2014 16:00,1000,1000,1000,1000
01/03/2014 17:00,1000,1000,1000,1000
01/03/2014 18:00,1000,1000,1000,1000
01/03/2014 19:00,1000,1000,1000,1000
01/03/2014 20:00,1000,1000,1000,1000
01/03/2014 21:00,1000,1000,1000,1000
01/03/2014 22:00,1000,1000,1000,1000
01/03/2014 23:00,1000,1000,1000,1000
01/04/2014 00:00,1000,1000,1000,1000
01/04/2014 01:00,1000,1000,1000,1000
01/04/2014 02:00,1000,1000,1000,1000
01/04/2014 03:00,1000,1000,1000,1000
01/04/2014 04:00,1000,1000,1000,1000
01/04/2014 05:00,1000,1000,1000,1000
01/04/2014 06:00,1000,1000,1000,1000
01/04/2014 07:00,1000,1000,1000,1000
01/04/2014 08:00,1000,1000,1000,1000
01/04/2014 09:00,1000,1000,1000,1000
01/04/2014 10:00,1000,1000,1000,1000
01/04/2014 11:00,1000,1000,1000,1000
01/04/2014 12:00,1000,1000,1000,1000
01/04/2014 13:00,1000,1000,1000,1000
01/04/2014 14:00,1000,1000,1000,1000
01/04/2014 15:00,1000,1000,1000,1000
01/04/2014 16:00,1000,1000,1000,1000
01/04/2014 17:00,1000,1000,1000,1000
01/04/2014 18:00,1000,1000,1000,1000
01/04/2014 19:00,1000,1000,1000,1000
01/04/2014 20:00,1000,1000,1000,1000
01/04/2014 21:00,1000,1000,1000,1000
01/04/2014 22:00,1000,1000,1000,1000
01/04/2014 23:00,1000,1000,1000,1000
01/05/2014 00:00,1000,1000,1000,1000
01/05/2014 01:00,1000,1000,1000,1000
01/05/2014 02:00,1000,1000,1000,1000
01/05/2014 03:00,1000,1000,1000,1000
01/05/2014 03:59,1000,1000,1000,1000
01/05/2014 04:59,1000,1000,1000,1000
01/05/2014 05:59,1000,1000,1000,1000
01/05/2014 06:59,1000,1000,1000,1000
01/05/2014 07:59,1000,1000,1000,1000
01/05/2014 08:59,1000,1000,1000,1000
01/05/2014 09:59,1000,1000,1000,1000
01/05/2014 10:59,1000,1000,1000,1000
01/05/2014 11:59,1000,1000,1000,1000
01/05/2014 12:59,1000,1000,1000,1000
01/05/2014 13:59,1000,1000,1000,1000
01/05/2014 14:59,1000,1000,1000,1000
01/05/2014 15:59,1000,1000,1000,1000
01/05/2014 16:59,1000,1000,1000,1000
01/05/2014 17:59,1000,1000,1000,1000
01/05/2014 18:59,1000,1000,1000,1000
01/05/2014 19:59,1000,1000,1000,1000
01/05/2014 20:59,1000,1000,1000,1000
01/05/2014 21:59,1000,1000,1000,1000
01/05/2014 22:59,1000,1000,1000,1000
01/05/2014 23:59,1000,1000,1000,1000
01/06/2014 00:59,1000,1000,1000,1000
01/06/2014 01:59,1000,1000,1000,1000
01/06/2014 02:59,1000,1000,1000,1000
01/06/2014 03:59,1000,1000,1000,1000
01/06/2014 04:59,1000,1000,1000,1000
01/06/2014 05:59,1000,1000,1000,1000
01/06/2014 06:59,1000,1000,1000,1000
01/06/2014 07:59,1000,1000,1000,1000
01/06/2014 08:59,1000,1000,1000,1000
01/06/2014 09:59,1000,1000,1000,1000
01/06/2014 10:59,1000,1000,1000,1000
01/06/2014 11:59,1000,1000,1000,1000
01/06/2014 12:59,1000,1000,1000,1000
01/06/2014 13:59,1000,1000,1000,1000
01/06/2014 14:59,1000,1000,1000,1000
01/06/2014 15:59,1000,1000,1000,1000
01/06/2014 16:59,1000,1000,1000,1000
01/06/2014 17:59,1000,1000,1000,1000
01/06/2014 18:59,1000,1000,1000,1000
01/06/2014 19:59,1000,1000,1000,1000
01/06/2014 20:59,1000,1000,1000,1000
01/06/2014 21:59,1000,1000,1000,1000
01/06/2014 22:59,1000,1000,1000,1000
01/06/2014 23:59,1000,1000,1000,1000
01/07/2014 00:59,1000,1000,1000,1000
01/07/2014 01:59,1000,1000,1000,1000
01/07/2014 02:59,1000,1000,1000,1000
01/07/2014 03:59,1000,1000,1000,1000
01/07/2014 04:59,1000,1000,1000,1000
01/07/2014 05:59,1000,1000,1000,1000
01/07/2014 06:59,1000,1000,1000,1000
01/07/2014 07:59,1000,1000,1000,1000
01/07/2014 08:59,1000,1000,1000,1000
01/07/2014 09:59,1000,1000,1000,1000
01/07/2014 10:59,1000,1000,1000,1000
01/07/2014 11:59,1000,1000,1000,1000
01/07/2014 12:59,1000,1000,1000,1000
01/07/2014 13:59,1000,1000,1000,1000
01/07/2014 14:59,1000,1000,1000,1000
01/07/2014 15:59,1000,1000,1000,1000
01/07/2014 16:59,1000,1000,1000,1000
01/07/2014 17:59,1000,1000,1000,1000
01/07/2014 18:59,1000,1000,1000,1000
01/07/2014 19:59,1000,1000,1000,1000
01/07/2014 20:59,1000,1000,1000,1000
01/07/2014 21:59,1000,1000,1000,1000
01/07/2014 22:59,1000,1000,1000,1000
01/07/2014 23:59,1000,1000,1000,1000
01/08/2014 00:59,1000,1000,1000,1000
01/08/2014 01:59,1000,1000,1000,1000
01/08/2014 02:59,1000,1000,1000,1000
01/08/2014 03:59,1000,1000,1000,1000
01/08/2014 04:59,1000,1000,1000,1000
01/08/2014 05:59,1000,1000,1000,1000
01/08/2014 06:59,1000,1000,1000,1000
01/08/2014 07:59,1000,1000,1000,1000
01/08/2014 08:59,1000,1000,1000,1000
01/08/2014 09:59,1000,1000,1000,1000
01/08/2014 10:59,1000,1000,1000,1000
01/08/2014 11:59,1000,1000,1000,1000
01/08/2014 12:59,1000,1000,1000,1000
01/08/2014 13:59,1000,1000,1000,1000
01/08/2014 14:59,1000,1000,1000,1000
01/08/2014 15:59,1000,1000,1000,1000
01/08/2014 16:59,1000,1000,1000,1000
01/08/2014 17:59,1000,1000,1000,1000
01/08/2014 18:59,1000,1000,1000,1000
01/08/2014 19:59,1000,1000,1000,1000
01/08/2014 20:59,1000,1000,1000,1000
01/08/2014 21:59,1000,1000,1000,1000
01/08/2014 22:59,1000,1000,1000,1000
01/08/2014 23:59,1000,1000,1000,1000
01/09/2014 00:59,1000,1000,1000,1000
01/09/2014 01:59,1000,1000,1000,1000
01/09/2014 02:59,1000,1000,1000,1000
01/09/2014 03:59,1000,1000,1000,1000
01/09/2014 04:59,1000,1000,1000,1000
01/09/2014 05:59,1000,1000,1000,1000
01/09/2014 06:59,1000,1000,1000,1000
01/09/2014 07:59,1000,1000,1000,1000
01/09/2014 08:59,1000,1000,1000,1000
01/09/2014 09:59,1000,1000,1000,1000
01/09/2014 10:59,1000,1000,1000,1000
01/09/2014 11:59,1000,1000,1000,1000
01/09/2014 12:59,1000,1000,1000,1000
01/09/2014 13:59,1000,1000,1000,1000
01/09/2014 14:59,1000,1000,1000,1000
01/09/2014 15:59,1000,1000,1000,1000
01/09/2014 16:59,1000,1000,1000,1000
01/09/2014 17:59,1000,1000,1000,1000
01/09/2014 18:59,1000,1000,1000,1000
01/09/2014 19:59,1000,1000,1000,1000
01/09/2014 20:59,1000,1000,1000,1000
01/09/2014 21:59,1000,1000,1000,1000
01/09/2014 22:59,1000,1000,1000,1000
01/09/2014 23:59,1000,1000,1000,1000
01/10/2014 00:59,1000,1000,1000,1000
01/10/2014 01:59,1000,1000,1000,1000
01/10/2014 02:59,1000,1000,1000,1000
01/10/2014 03:59,1000,1000,1000,1000
01/10/2014 04:59,1000,1000,1000,1000
01/10/2014 05:59,1000,1000,1000,1000
01/10/2014 06:59,1000,1000,1000,1000
01/10/2014 07:59,1000,1000,1000,1000
01/10/2014 08:59,1000,1000,1000,1000
01/10/2014 09:59,1000,1000,1000,1000
01/10/2014 10:59,1000,1000,1000,1000
01/10/2014 11:59,1000,1000,1000,1000
01/10/2014 12:59,1000,1000,1000,1000
01/10/2014 13:59,1000,1000,1000,1000
01/10/2014 14:59,1000,1000,1000,1000
01/10/2014 15:59,1000,1000,1000,1000
01/10/2014 16:59,1000,1000,1000,1000
01/10/2014 17:59,1000,1000,1000,1000
01/10/2014 18:59,1000,1000,1000,1000
01/10/2014 19:59,1000,1000,1000,1000
01/10/2014 20:59,1000,1000,1000,1000
01/10/2014 21:59,1000,1000,1000,1000
01/10/2014 22:59,1000,1000,1000,1000
01/10/2014 23:59,1000,1000,1000,1000
01/11/2014 00:59,1000,1000,1000,1000
01/11/2014 01:59,1000,1000,1000,1000
01/11/2014 02:59,1000,1000,1000,1000
01/11/2014 03:59,1000,1000,1000,1000
01/11/2014 04:59,1000,1000,1000,1000
01/11/2014 05:59,1000,1000,1000,1000
01/11/2014 06:59,1000,1000,1000,1000
01/11/2014 07:59,1000,1000,1000,1000
01/11/2014 08:59,1000,1000,1000,1000
01/11/2014 09:59,1000,1000,1000,1000
01/11/2014 10:59,1000,1000,1000,1000
01/11/2014 11:59,1000,1000,1000,1000
01/11/2014 12:59,1000,1000,1000,1000
01/11/2014 13:59,1000,1000,1000,1000
01/11/2014 14:59,1000,1000,1000,1000
01/11/2014 15:59,1000,1000,1000,1000
01/11/2014 16:59,1000,1000,1000,1000
01/11/2014 17:59,1000,1000,1000,1000
01/11/2014 18:59,1000,1000,1000,1000
01/11/2014 19:59,1000,1000,1000,1000
01/11/2014 20:59,1000,1000,1000,1000
01/11/2014 21:59,1000,1000,1000,1000
01/11/2014 22:59,1000,1000,1000,1000
01/11/2014 23:59,1000,1000,1000,1000
01/12/2014 00:59,1000,1000,1000,1000
01/12/2014 01:59,1000,1000,1000,1000
01/12/2014 02:59,1000,1000,1000,1000
01/12/2014 03:59,1000,1000,1000,1000
01/12/2014 04:59,1000,1000,1000,1000
01/12/2014 05:59,1000,1000,1000,1000
01/12/2014 06:59,1000,1000,1000,1000
01/12/2014 07:59,1000,1000,1000,1000
01/12/2014 08:59,1000,1000,1000,1000
01/12/2014 09:59,1000,1000,1000,1000
01/12/2014 10:59,1000,1000,1000,1000
01/12/2014 11:59,1000,1000,1000,1000
01/12/2014 12:59,1000,1000,1000,1000
01/12/2014 13:59,1000,1000,1000,1000
01/12/2014 14:59,1000,1000,1000,1000
01/12/2014 15:59,1000,1000,1000,1000
01/12/2014 16:59,1000,1000,1000,1000
01/12/2014 17:59,1000,1000,1000,1000
01/12/2014 18:59,1000,1000,1000,1000
01/12/2014 19:59,1000,1000,1000,1000
01/12/2014 20:59,1000,1000,1000,1000
01/12/2014 21:59,1000,1000,1000,1000
01/12/2014 22:59,1000,1000,1000,1000
01/12/2014 23:59,1000,1000,1000,1000
01/13/2014 00:59,1000,1000,1000,1000
01/13/2014 01:59,1000,1000,1000,1000
01/13/2014 02:59,1000,1000,1000,1000
01/13/2014 03:59,1000,1000,1000,1000
01/13/2014 04:59,1000,1000,1000,1000
01/13/2014 05:59,1000,1000,1000,1000
01/13/2014 06:59,1000,1000,1000,1000
01/13/2014 07:59,1000,1000,1000,1000
01/13/2014 08:59,1000,1000,1000,1000
01/13/2014 09:59,1000,1000,1000,1000
01/13/2014 10:59,1000,1000,1000,1000
01/13/2014 11:59,1000,1000,1000,1000
01/13/2014 12:59,1000,1000,1000,1000
01/13/2014 13:59,1000,1000,1000,1000
01/13/2014 14:59,1000,1000,1000,1000
01/13/2014 15:59,1000,1000,1000,1000
01/13/2014 16:59,1000,1000,1000,1000
01/13/2014 17:59,1000,1000,1000,1000
01/13/2014 18:59,1000,1000,1000,1000
01/13/2014 19:59,1000,1000,1000,1000
01/13/2014 20:59,1000,1000,1000,1000
01/13/2014 21:59,1000,1000,1000,1000
01/13/2014 22:59,1000,1000,1000,1000
01/13/2014 23:59,1000,1000,1000,1000
01/14/2014 00:59,1000,1000,1000,1000
01/14/2014 01:59,1000,1000,1000,1000
01/14/2014 02:59,1000,1000,1000,1000
01/14/2014 03:59,1000,1000,1000,1000
01/14/2014 04:59,1000,1000,1000,1000
01/14/2014 05:59,1000,1000,1000,1000
01/14/2014 06:59,1000,1000,1000,1000
01/14/2014 07:59,1000,1000,1000,1000
01/14/2014 08:59,1000,1000,1000,1000
01/14/2014 09:59,1000,1000,1000,1000
01/14/2014 10:59,1000,1000,1000,1000
01/14/2014 11:59,1000,1000,1000,1000
01/14/2014 12:59,1000,1000,1000,1000
01/14/2014 13:59,1000,1000,1000,1000
01/14/2014 14:59,1000,1000,1000,1000
01/14/2014 15:59,1000,1000,1000,1000
01/14/2014 16:59,1000,1000,1000,1000
01/14/2014 17:59,1000,1000,1000,1000
01/14/2014 18:59,1000,1000,1000,1000
01/14/2014 19:59,1000,1000,1000,1000
01/14/2014 20:59,1000,1000,1000,1000
01/14/2014 21:59,1000,1000,1000,1000
01/14/2014 22:59,1000,1000,1000,1000
01/14/2014 23:59,1000,1000,1000,1000
01/15/2014 00:59,1000,1000,1000,1000
01/15/2014 01:59,1000,1000,1000,1000
01/15/2014 02:59,1000,1000,1000,1000
01/15/2014 03:59,1000,1000,1000,1000
01/15/2014 04:59,1000,1000,1000,1000
01/15/2014 05:59,1000,1000,1000,1000
01/15/2014 06:59,1000,1000,1000,1000
01/15/2014 07:59,1000,1000,1000,1000
01/15/2014 08:59,1000,1000,1000,1000
01/15/2014 09:59,1000,1000,1000,1000
01/15/2014 10:59,1000,1000,1000,1000
01/15/2014 11:59,1000,1000,1000,1000
01/15/2014 12:59,1000,1000,1000,1000
01/15/2014 13:59,1000,1000,1000,1000
01/15/2014 14:59,1000,1000,1000,1000
01/15/2014 15:59,1000,1000,1000,1000
01/15/2014 16:59,1000,1000,1000,1000
01/15/2014 17:59,1000,1000,1000,1000
01/15/2014 18:59,1000,1000,1000,1000
01/15/2014 19:59,1000,1000,1000,1000
01/15/2014 20:59,1000,1000,1000,1000
01/15/2014 21:59,1000,1000,1000,1000
01/15/2014 22:59,1000,1000,1000,1000
01/15/2014 23:59,1000,1000,1000,1000
01/16/2014 00:59,1000,1000,1000,1000
01/16/2014 01:59,1000,1000,1000,1000
01/16/2014 02:59,1000,1000,1000,1000
01/16/2014 03:59,1000,1000,1000,1000
01/16/2014 04:59,1000,1000,1000,1000
01/16/2014 05:59,1000,1000,1000,1000
01/16/2014 06:59,1000,1000,1000,1000
01/16/2014 07:59,1000,1000,1000,1000
01/16/2014 08:59,1000,1000,1000,1000
01/16/2014 09:59,1000,1000,1000,1000
01/16/2014 10:59,1000,1000,1000,1000
01/16/2014 11:59,1000,1000,1000,1000
01/16/2014 12:59,1000,1000,1000,1000
01/16/2014 13:59,1000,1000,1000,1000
01/16/2014 14:59,1000,1000,1000,1000
01/16/2014 15:59,1000,1000,1000,1000
01/16/2014 16:59,1000,1000,1000,1000
01/16/2014 17:59,1000,1000,1000,1000
01/16/2014 18:59,1000,1000,1000,1000
01/16/2014 19:59,1000,1000,1000,1000
01/16/2014 20:59,1000,1000,1000,1000
01/16/2014 21:59,1000,1000,1000,1000
01/16/2014 22:59,1000,1000,1000,1000
01/16/2014 23:59,1000,1000,1000,1000
01/17/2014 00:59,1000,1000,1000,1000
01/17/2014 01:59,1000,1000,1000,1000
01/17/2014 02:59,1000,1000,1000,1000
01/17/2014 03:59,1000,1000,1000,1000
01/17/2014 04:59,1000,1000,1000,1000
01/17/2014 05:59,1000,1000,1000,1000
01/17/2014 06:59,1000,1000,1000,1000
01/17/2014 07:59,1000,1000,1000,1000
01/17/2014 08:59,1000,1000,1000,1000
01/17/2014 09:59,1000,1000,1000,1000
01/17/2014 10:59,1000,1000,1000,1000
01/17/2014 11:59,1000,1000,1000,1000
01/17/2014 12:59,1000,1000,1000,1000
01/17/2014 13:59,1000,1000,1000,1000
01/17/2014 14:59,1000,1000,1000,1000
01/17/2014 15:59,1000,1000,1000,1000
01/17/2014 16:59,1000,1000,1000,1000
01/17/2014 17:59,1000,1000,1000,1000
01/17/2014 18:59,1000,1000,1000,1000
01/17/2014 19:59,1000,1000,1000,1000
01/17/2014 20:59,1000,1000,1000,1000
01/17/2014 21:59,1000,1000,1000,1000
01/17/2014 22:59,1000,1000,1000,1000
01/17/2014 23:59,1000,1000,1000,1000
01/18/2014 00:59,1000,1000,1000,1000
01/18/2014 01:59,1000,1000,1000,1000
01/18/2014 02:59,1000,1000,1000,1000
01/18/2014 03:59,1000,1000,1000,1000
01/18/2014 04:59,1000,1000,1000,1000
01/18/2014 05:59,1000,1000,1000,1000
01/18/2014 06:59,1000,1000,1000,1000
01/18/2014 07:59,1000,1000,1000,1000
01/18/2014 08:59,1000,1000,1000,1000
01/18/2014 09:59,1000,1000,1000,1000
01/18/2014 10:59,1000,1000,1000,1000
01/18/2014 11:59,1000,1000,1000,1000
01/18/2014 12:59,1000,1000,1000,1000
01/18/2014 13:59,1000,1000,1000,1000
01/18/2014 14:59,1000,1000,1000,1000
01/18/2014 15:59,1000,1000,1000,1000
01/18/2014 16:59,1000,1000,1000,1000
01/18/2014 17:59,1000,1000,1000,1000
01/18/2014 18:59,1000,1000,1000,1000
01/18/2014 19:59,1000,1000,1000,1000
01/18/2014 20:59,1000,1000,1000,1000
01/18/2014 21:59,1000,1000,1000,1000
01/18/2014 22:59,1000,1000,1000,1000
01/18/2014 23:59,1000,1000,1000,1000
01/19/2014 00:59,1000,1000,1000,1000
01/19/2014 01:59,1000,1000,1000,1000
01/19/2014 02:59,1000,1000,1000,1000
01/19/2014 03:59,1000,1000,1000,1000
01/19/2014 04:59,1000,1000,1000,1000
01/19/2014 05:59,1000,1000,1000,1000
01/19/2014 06:59,1000,1000,1000,1000
01/19/2014 07:59,1000,1000,1000,1000
01/19/2014 08:59,1000,1000,1000,1000
01/19/2014 09:59,1000,1000,1000,1000
01/19/2014 10:59,1000,1000,1000,1000
01/19/2014 11:59,1000,1000,1000,1000
01/19/2014 12:59,1000,1000,1000,1000
01/19/2014 13:59,1000,1000,1000,1000
01/19/2014 14:59,1000,1000,1000,1000
01/19/2014 15:59,1000,1000,1000,1000
01/19/2014 16:59,1000,1000,1000,1000
01/19/2014 17:59,1000,1000,1000,1000
01/19/2014 18:59,1000,1000,1000,1000
01/19/2014 19:59,1000,1000,1000,1000
01/19/2014 20:59,1000,1000,1000,1000
01/19/2014 21:59,1000,1000,1000,1000
01/19/2014 22:59,1000,1000,1000,1000
01/19/2014 23:59,1000,1000,1000,1000
01/20/2014 00:59,1000,1000,1000,1000
01/20/2014 01:59,1000,1000,1000,1000
01/20/2014 02:59,1000,1000,1000,1000
01/20/2014 03:59,1000,1000,1000,1000
01/20/2014 04:59,1000,1000,1000,1000
01/20/2014 05:59,1000,1000,1000,1000
01/20/2014 06:59,1000,1000,1000,1000
01/20/2014 07:59,1000,1000,1000,1000
01/20/2014 08:59,1000,1000,1000,1000
01/20/2014 09:59,1000,1000,1000,1000
01/20/2014 10:59,1000,1000,1000,1000
01/20/2014 11:59,1000,1000,1000,1000
01/20/2014 12:59,1000,1000,1000,1000
01/20/2014 13:59,1000,1000,1000,1000
01/20/2014 14:59,1000,1000,1000,1000
01/20/2014 15:59,1000,1000,1000,1000
01/20/2014 16:59,1000,1000,1000,1000
01/20/2014 17:59,1000,1000,1000,1000
01/20/2014 18:59,1000,1000,1000,1000
01/20/2014 19:59,1000,1000,1000,1000
01/20/2014 20:59,1000,1000,1000,1000
01/20/2014 21:59,1000,1000,1000,1000
01/20/2014 22:59,1000,1000,1000,1000
01/20/2014 23:59,1000,1000,1000,1000
01/21/2014 00:59,1000,1000,1000,1000
01/21/2014 01:59,1000,1000,1000,1000
01/21/2014 02:59,1000,1000,1000,1000
01/21/2014 03:59,1000,1000,1000,1000
01/21/2014 04:59,1000,1000,1000,1000
01/21/2014 05:59,1000,1000,1000,1000
01/21/2014 06:59,1000,1000,1000,1000
01/21/2014 07:59,1000,1000,1000,1000
01/21/2014 08:59,1000,1000,1000,1000
01/21/2014 09:59,1000,1000,1000,1000
01/21/2014 10:59,1000,1000,1000,1000
01/21/2014 11:59,1000,1000,1000,1000
01/21/2014 12:59,1000,1000,1000,1000
01/21/2014 13:59,1000,1000,1000,1000
01/21/2014 14:59,1000,1000,1000,1000
01/21/2014 15:59,1000,1000,1000,1000
01/21/2014 16:59,1000,1000,1000,1000
01/21/2014 17:59,1000,1000,1000,1000
01/21/2014 18:59,1000,1000,1000,1000
01/21/2014 19:59,1000,1000,1000,1000
01/21/2014 20:59,1000,1000,1000,1000
01/21/2014 21:59,1000,1000,1000,1000
01/21/2014 22:59,1000,1000,1000,1000
01/21/2014 23:59,1000,1000,1000,1000
01/22/2014 00:59,1000,1000,1000,1000
01/22/2014 01:59,1000,1000,1000,1000
01/22/2014 02:59,1000,1000,1000,1000
01/22/2014 03:59,1000,1000,1000,1000
01/22/2014 04:59,1000,1000,1000,1000
01/22/2014 05:59,1000,1000,1000,1000
01/22/2014 06:59,1000,1000,1000,1000
01/22/2014 07:59,1000,1000,1000,1000
01/22/2014 08:59,1000,1000,1000,1000
01/22/2014 09:59,1000,1000,1000,1000
01/22/2014 10:59,1000,1000,1000,1000
01/22/2014 11:59,1000,1000,1000,1000
01/22/2014 12:59,1000,1000,1000,1000
01/22/2014 13:59,1000,1000,1000,1000
01/22/2014 14:59,1000,1000,1000,1000
01/22/2014 15:59,1000,1000,1000,1000
01/22/2014 16:59,1000,1000,1000,1000
01/22/2014 17:59,1000,1000,1000,1000
01/22/2014 18:59,1000,1000,1000,1000
01/22/2014 19:59,1000,1000,1000,1000
01/22/2014 20:59,1000,1000,1000,1000
01/22/2014 21:59,1000,1000,1000,1000
01/22/2014 22:59,1000,1000,1000,1000
01/22/2014 23:59,1000,1000,1000,1000
01/23/2014 00:59,1000,1000,1000,1000
01/23/2014 01:59,1000,1000,1000,1000
01/23/2014 02:59,1000,1000,1000,1000
01/23/2014 03:59,1000,1000,1000,1000
01/23/2014 04:59,1000,1000,1000,1000
01/23/2014 05:59,1000,1000,1000,1000
01/23/2014 06:59,1000,1000,1000,1000
01/23/2014 07:59,1000,1000,1000,1000
01/23/2014 08:59,1000,1000,1000,1000
01/23/2014 09:59,1000,1000,1000,1000
01/23/2014 10:59,1000,1000,1000,1000
01/23/2014 11:59,1000,1000,1000,1000
01/23/2014 12:59,1000,1000,1000,1000
01/23/2014 13:59,1000,1000,1000,1000
01/23/2014 14:59,1000,1000,1000,1000
01/23/2014 15:59,1000,1000,1000,1000
01/23/2014 16:59,1000,1000,1000,1000
01/23/2014 17:59,1000,1000,1000,1000
01/23/2014 18:59,1000,1000,1000,1000
01/23/2014 19:59,1000,1000,1000,1000
01/23/2014 20:59,1000,1000,1000,1000
01/23/2014 21:59,1000,1000,1000,1000
01/23/2014 22:59,1000,1000,1000,1000
01/23/2014 23:59,1000,1000,1000,1000
01/24/2014 00:59,1000,1000,1000,1000
01/24/2014 01:59,1000,1000,1000,1000
01/24/2014 02:59,1000,1000,1000,1000
01/24/2014 03:59,1000,1000,1000,1000
01/24/2014 04:59,1000,1000,1000,1000
01/24/2014 05:59,1000,1000,1000,1000
01/24/2014 06:59,1000,1000,1000,1000
01/24/2014 07:59,1000,1000,1000,1000
01/24/2014 08:59,1000,1000,1000,1000
01/24/2014 09:59,1000,1000,1000,1000
01/24/2014 10:59,1000,1000,1000,1000
01/24/2014 11:59,1000,1000,1000,1000
01/24/2014 12:59,1000,1000,1000,1000
01/24/2014 13:59,1000,1000,1000,1000
01/24/2014 14:59,1000,1000,1000,1000
01/24/2014 15:59,1000,1000,1000,1000
01/24/2014 16:59,1000,1000,1000,1000
01/24/2014 17:59,1000,1000,1000,1000
01/24/2014 18:59,1000,1000,1000,1000
01/24/2014 19:59,1000,1000,1000,1000
01/24/2014 20:59,1000,1000,1000,1000
01/24/2014 21:59,1000,1000,1000,1000
01/24/2014 22:59,1000,1000,1000,1000
01/24/2014 23:59,1000,1000,1000,1000
01/25/2014 00:59,1000,1000,1000,1000
01/25/2014 01:59,1000,1000,1000,1000
01/25/2014 02:59,1000,1000,1000,1000
01/25/2014 03:59,1000,1000,1000,1000
01/25/2014 04:59,1000,1000,1000,1000
01/25/2014 05:59,1000,1000,1000,1000
01/25/2014 06:59,1000,1000,1000,1000
01/25/2014 07:59,1000,1000,1000,1000
01/25/2014 08:59,1000,1000,1000,1000
01/25/2014 09:59,1000,1000,1000,1000
01/25/2014 10:59,1000,1000,1000,1000
01/25/2014 11:59,1000,1000,1000,1000
01/25/2014 12:59,1000,1000,1000,1000
01/25/2014 13:59,1000,1000,1000,1000
01/25/2014 14:59,1000,1000,1000,1000
01/25/2014 15:59,1000,1000,1000,1000
01/25/2014 16:59,1000,1000,1000,1000
01/25/2014 17:59,1000,1000,1000,1000
01/25/2014 18:59,1000,1000,1000,1000
01/25/2014 19:59,1000,1000,1000,1000
01/25/2014 20:59,1000,1000,1000,1000
01/25/2014 21:59,1000,1000,1000,1000
01/25/2014 22:59,1000,1000,1000,1000
01/25/2014 23:59,1000,1000,1000,1000
01/26/2014 00:59,1000,1000,1000,1000
01/26/2014 01:59,1000,1000,1000,1000
01/26/2014 02:59,1000,1000,1000,1000
01/26/2014 03:59,1000,1000,1000,1000
01/26/2014 04:59,1000,1000,1000,1000
01/26/2014 05:59,1000,1000,1000,1000
